title,location,price,bedrooms,bathrooms,link
6 Bed House with Gym at Kyuna Road,"90, Kyuna Road, Kyuna, Westlands","KSh 350,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kyuna-3560881
6 Bed Townhouse with Gym in Lavington,Lavington,"KSh 105,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3520198
4 Bed House with Gym at Spring Valley Road,"098, Spring Valley Road, Spring Valley, Westlands","KSh 85,000,000",4,6,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-spring-valley-3546277
5 Bed House with Garage in Garden Estate,"Garden Estate, Roysambu","KSh 59,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-3475011
4 Bed House with Garage at Waiyaki Way,"Waiyaki Way, Westlands","KSh 35,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-waiyaki-way-3510096
5 Bed House with Swimming Pool in Runda,"Runda, Westlands","KSh 110,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3518934
3 Bed Townhouse with Garage in Kiambu Road,Kiambu Road,"KSh 20,295,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-3522768
5 Bed Townhouse with Garage in Westlands Area,"Westlands Area, Westlands","KSh 45,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3561192
5 Bed House with Garage in Mirema,"Mirema, Roysambu","KSh 25,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-mirema-3512834
4 Bed House in Westlands Area,"Westlands Area, Westlands","KSh 40,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-westlands-area-4-3446941
10 Bed House with Garage at David Osieli Rd,"David Osieli Rd, Westlands Area, Westlands","KSh 120,000,000",10,8,https://www.buyrentkenya.com/listings/10-bedroom-house-for-sale-westlands-area-3499834
5 Bed Townhouse with Gym at Miotoni Road,"Miotoni road, Karen","KSh 120,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3533493
6 Bed House with Aircon in Runda,"Runda, Westlands","KSh 199,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3495135
5 Bed House with Swimming Pool in Lavington,Lavington,"KSh 72,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3511496
4 Bed Townhouse with Gym at Grevillea Grove,"grevillea grove, Westlands Area, Westlands","KSh 55,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3535437
5 Bed House with Garage at Garden Estate,"Garden Estate, Roysambu","KSh 64,900,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-2-3473404
3 Bed House with Garage at Katani Estate,"Syokimau, Katani Estate, Mombasa Road","KSh 7,500,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-mombasa-road-3545272
5 Bed House with Garage at Runda Water,"45, Runda water, Runda, Westlands","KSh 200,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3531342
6 Bed Townhouse with Garage at Kinoo,"Kinoo, Waiyaki Way, Westlands","KSh 20,000,000",6,5,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-waiyaki-way-3555477
7 Bed House with Gym at Runda Panafric,"45, Runda panafric, Runda, Westlands","KSh 220,000,000",7,9,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3535850
4 Bed House with Balcony in Kiambu Road,Kiambu Road,"KSh 46,250,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-2-3425630
4 Bed Townhouse with Gym in Thika Road,Thika Road,"KSh 27,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-thika-road-3536007
5 Bed Townhouse with Balcony in Kahawa Sukari,"Kahawa Sukari, Roysambu","KSh 26,000,000",5,3,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kahawa-sukari-1-3415385
5 Bed Townhouse with Aircon in Kahawa Sukari,"Kahawa Sukari, Roysambu","KSh 55,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kahawa-sukari-3494760
5 Bed Townhouse with Gym in Runda,"Runda, Westlands","KSh 110,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3522021
4 Bed Townhouse in Loresho,"Loresho, Westlands","KSh 130,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3522705
5 Bed House with Garage at Off Ngong Road,"Jamhuri estate, off Ngong Road, Jamhuri","KSh 23,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-jamhuri-3468988
4 Bed House with Garage in Gigiri,"Gigiri, Westlands","KSh 110,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-gigiri-3460321
5 Bed House with Gym in Loresho,"Loresho, Westlands","KSh 130,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-loresho-3519992
5 Bed House with Balcony in Kileleshwa,Kileleshwa,"KSh 48,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kileleshwa-3-3458489
4 Bed House with Gym in Loresho,"Loresho, Westlands","KSh 120,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-3559665
4 Bed House in Kiambu Road,Kiambu Road,"KSh 32,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3440665
4 Bed House with Garage at Off Church Road,"Nairobi, Off Church Road, Westlands Area, Westlands","KSh 35,000,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-westlands-area-3491483
4 Bed Villa with Gym in Kiambu Road,Kiambu Road,"KSh 30,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3547473
4 Bed Townhouse with Gym in Karen,Karen,"KSh 65,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-4-3472792
4 Bed Townhouse with Swimming Pool in Loresho,"Loresho, Westlands","KSh 35,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3533536
5 Bed Townhouse with Aircon in Spring Valley,"Spring Valley, Westlands","KSh 85,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-spring-valley-3462981
4 Bed House with Gym in Gigiri,"Gigiri, Westlands","KSh 120,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-gigiri-3523746
4 Bed Townhouse in Langata,Langata,"KSh 22,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-langata-3543172
5 Bed House at Bogani Road,"Bogani Road, Karen","KSh 77,500,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-2-3413107
5 Bed Townhouse with Swimming Pool in Lavington,Lavington,"KSh 110,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3532372
5 Bed House with Gym in Karen Hardy,Karen Hardy,"KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-hardy-3558323
6 Bed House with Gym at Runda Road,"77, Runda road, Runda, Westlands","KSh 230,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-runda-3558204
3 Bed House with Garage at Kileleshwa,"kileleshwa, Kileleshwa","KSh 32,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kileleshwa-3484775
4 Bed Townhouse with Gym at Kahawa,"0098, Kahawa, Kiambu Road","KSh 20,295,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3511089
5 Bed Townhouse with Gym in Lavington,Lavington,"KSh 64,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-7-3432477
5 Bed House with Garage in Kiambu Road,Kiambu Road,"KSh 49,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kiambu-road-3560960
7 Bed House with Balcony in Langata,Langata,"KSh 30,000,000",7,4,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-langata-1-3412218
4 Bed House with Balcony at Kiamumbi,"Kiamumbi, Zimmermann, Roysambu","KSh 25,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-zimmermann-3559132
5 Bed House with Garage in Garden Estate,"Garden Estate, Roysambu","KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-3553660
4 Bed House with Garage in Runda,"Runda, Westlands","KSh 90,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3460984
4 Bed House with Gym at Ruai,Ruai,"KSh 7,800,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruai-3558322
5 Bed House with Garage in Karen,Karen,"KSh 95,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3511511
4 Bed House with Balcony at Ndove Lane,"Karen,ndove lane, Karen","KSh 85,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3560199
3 Bed Townhouse in Ngumo Estate,Ngumo Estate,"KSh 19,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-ngumo-estate-3547310
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 70,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3514638
5 Bed House with Swimming Pool in Westlands Area,"Westlands Area, Westlands","KSh 70,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-westlands-area-3547324
6 Bed House with Garage in Karen,Karen,"KSh 76,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3530064
5 Bed House with Garage at Nandi Road,"Nandi Road, Karen","KSh 89,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3544235
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 85,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3507838
5 Bed Townhouse with Gym in Westlands Area,"Westlands Area, Westlands","KSh 57,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3541752
4 Bed Villa with Aircon at Shanzu Road,"shanzu road, Spring Valley, Westlands","KSh 60,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-spring-valley-3519611
4 Bed Townhouse with Garage at Njumbi Rd,"Njumbi Rd, Lavington","KSh 78,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3487447
5 Bed House with Garage at Garden Court,"Garden Court, Garden Estate, Roysambu","KSh 70,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-3-3470801
3 Bed House with Garage at Edenville Estate,"Edenville Estate, Kiambu Road","KSh 26,500,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3424732
5 Bed House with Swimming Pool in Runda,"Runda, Westlands","KSh 200,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3555787
4 Bed Villa with Gym in Lavington,Lavington,"KSh 50,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3555438
4 Bed Villa with Aircon in Kiambu Road,Kiambu Road,"KSh 29,400,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3533827
5 Bed House with Garage in Westlands Area,"Westlands Area, Westlands","KSh 150,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-westlands-area-3539905
4 Bed House with Gym in Karen,Karen,"KSh 88,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3545013
4 Bed Townhouse with Swimming Pool in Lavington,Lavington,"KSh 110,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3560858
4 Bed House with Garage at Ole Dume,"Ole Dume, Ngong Road","KSh 28,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-road-3484194
3 Bed House with Garage in Kileleshwa,Kileleshwa,"KSh 32,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kileleshwa-3561187
4 Bed Townhouse at Jamhuri Estate,"Jamhuri Estate, Jamhuri","KSh 21,500,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-jamhuri-1-3457892
4 Bed House with Garage in Jamhuri,"Suna road, Jamhuri","KSh 15,500,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-jamhuri-1-3512058
4 Bed House with Garage at Garden Court Road,"House No B42, Garden Court Road, Ridgeways","KSh 63,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ridgeways-3547924
6 Bed House with Garage at Harambee Sacco B,"Harambee Sacco B, Donholm","KSh 14,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-donholm-3511811
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 320,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3530886
4 Bed House with Gym at Bogani Road,"Bogani Road, Karen","KSh 90,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3534907
4 Bed Townhouse with Garage at Muthaiga North,"Muthaiga North, Muthaiga","KSh 38,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-muthaiga-3545181
5 Bed Townhouse with Aircon at Lavington Green,"1007m 11am/1013p 10pm, Lavington Green, Lavington","KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3560930
3 Bed House with Garage at Mushroom Gardens,"Mushroom Gardens, Kiambu Road","KSh 55,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3553412
4 Bed House with En Suite at Karen,Karen,"KSh 88,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3560664
5 Bed Villa with Gym in Karen Hardy,Karen Hardy,"KSh 95,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-hardy-3532386
4 Bed House with Swimming Pool at Mukoma Road,"Mukoma Road, Karen","KSh 80,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3489353
5 Bed Townhouse with Garage in Parklands,"Parklands, Westlands","KSh 72,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-parklands-3503635
5 Bed Townhouse with Aircon in Lower Kabete,"Lower Kabete, Westlands","KSh 200,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lower-kabete-1-3491824
6 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands","KSh 120,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lower-kabete-1-3461537
4 Bed Townhouse with Gym at Kasarini,"Kasarini, Kiambu Road","KSh 29,500,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3530957
4 Bed Villa with Garage in Kiambu Road,Kiambu Road,"KSh 28,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3545830
4 Bed Townhouse with Garage in Lavington,Lavington,"KSh 63,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3533397
4 Bed Townhouse with Gym in Karen,Karen,"KSh 90,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-3539694
4 Bed Townhouse with Garage in Thika Road,Thika Road,"KSh 15,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-thika-road-3527940
3 Bed Townhouse in Ngumo Estate,Ngumo Estate,"KSh 16,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-ngumo-estate-3517399
6 Bed Townhouse at Muthaiga Road,"Muthaiga Road, Muthaiga","KSh 350,000,000",6,6,https://www.buyrentkenya.com/listings/furnished-6-bedroom-townhouse-for-sale-muthaiga-6-3451768
5 Bed Townhouse with Gym at Loresho,"Loresho, Westlands","KSh 125,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-loresho-3553370
5 Bed Villa with Gym in Karen,Karen,"KSh 90,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-1-3487727
6 Bed House with Aircon in Karen,Karen,"KSh 85,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3552657
5 Bed House with Garage in Karen,Karen,"KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3541290
5 Bed House with Swimming Pool at Lower Kabete Rd,"Lower Kabete Rd, Lower Kabete, Westlands","KSh 285,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lower-kabete-3500289
7 Bed House with Garage in Runda,"Runda, Westlands","KSh 180,000,000",7,7,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3505576
6 Bed House with Garage in Muthaiga,Muthaiga,"KSh 499,000,000",6,8,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-muthaiga-3439536
5 Bed House with Garage in Lavington,Lavington,"KSh 63,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3504897
3 Bed House with Garage in Utawala,Utawala,"KSh 9,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-utawala-3513236
4 Bed Townhouse with Garage in Mombasa Road,Mombasa Road,"KSh 11,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-mombasa-road-3557260
5 Bed Townhouse with Swimming Pool at Lavington,"lavington, Lavington","KSh 75,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3526394
5 Bed Townhouse with Swimming Pool in Spring Valley,"Spring Valley, Westlands","KSh 70,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-spring-valley-3547626
4 Bed Townhouse with Garage in Lavington,Lavington,"KSh 69,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3490599
5 Bed House with Garage in Garden Estate,"Garden Estate, Roysambu","KSh 73,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-garden-estate-3550683
5 Bed House with Swimming Pool in Lavington,Lavington,"KSh 65,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3500259
5 Bed House with Swimming Pool at Runda,"Runda, Westlands","KSh 250,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3540392
5 Bed House with Swimming Pool at Karen Ololua,"Karen ololua, Karen","KSh 95,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3560171
4 Bed House with Garage in Karen,Karen,"KSh 55,000,000",4,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3552743
5 Bed House with Aircon in Runda,"Runda, Westlands","KSh 299,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3457993
